"work"
"https://semopenalex.org/work/W3136803867"
"https://semopenalex.org/work/W3185429849"
"https://semopenalex.org/work/W3185858003"
"https://semopenalex.org/work/W3093412211"
"https://semopenalex.org/work/W3204287984"
"https://semopenalex.org/work/W4226173318"
"https://semopenalex.org/work/W3130975557"
"https://semopenalex.org/work/W3136976970"
"https://semopenalex.org/work/W3112158358"
"https://semopenalex.org/work/W3090881146"
"https://semopenalex.org/work/W3130136682"
"https://semopenalex.org/work/W3138423936"
"https://semopenalex.org/work/W3172663489"
"https://semopenalex.org/work/W3119140696"
"https://semopenalex.org/work/W3214770465"
"https://semopenalex.org/work/W3177391056"
"https://semopenalex.org/work/W4200325808"
"https://semopenalex.org/work/W3158440050"
"https://semopenalex.org/work/W3134785806"
"https://semopenalex.org/work/W3160806030"
"https://semopenalex.org/work/W3122637719"
"https://semopenalex.org/work/W2983922218"
"https://semopenalex.org/work/W3147864829"
"https://semopenalex.org/work/W3185552296"
"https://semopenalex.org/work/W3202226773"
"https://semopenalex.org/work/W3145208530"
"https://semopenalex.org/work/W3162818346"
"https://semopenalex.org/work/W3210462008"
"https://semopenalex.org/work/W3203970374"
"https://semopenalex.org/work/W3141244415"
"https://semopenalex.org/work/W4293137117"
"https://semopenalex.org/work/W3083065158"
"https://semopenalex.org/work/W3203103566"
"https://semopenalex.org/work/W3179055535"
"https://semopenalex.org/work/W3209966407"
"https://semopenalex.org/work/W4200176841"
"https://semopenalex.org/work/W3172022498"
"https://semopenalex.org/work/W3199783552"
"https://semopenalex.org/work/W4200413470"
"https://semopenalex.org/work/W4287331996"
"https://semopenalex.org/work/W3169462453"
"https://semopenalex.org/work/W3132455525"
"https://semopenalex.org/work/W3186649896"
"https://semopenalex.org/work/W3111951938"
"https://semopenalex.org/work/W3103094349"
"https://semopenalex.org/work/W3179490424"
"https://semopenalex.org/work/W3137981368"
"https://semopenalex.org/work/W3162458609"
"https://semopenalex.org/work/W3216043248"
"https://semopenalex.org/work/W4200372887"
"https://semopenalex.org/work/W3047143618"
"https://semopenalex.org/work/W3126836427"
"https://semopenalex.org/work/W3192092245"
"https://semopenalex.org/work/W3170333485"
"https://semopenalex.org/work/W3197552430"
"https://semopenalex.org/work/W3120488846"
"https://semopenalex.org/work/W3160188280"
"https://semopenalex.org/work/W3183916546"
"https://semopenalex.org/work/W3211739296"
"https://semopenalex.org/work/W3178132177"
"https://semopenalex.org/work/W3157574316"
"https://semopenalex.org/work/W3108854731"
"https://semopenalex.org/work/W3179637429"
"https://semopenalex.org/work/W3208125451"
"https://semopenalex.org/work/W4200228756"
"https://semopenalex.org/work/W3136293734"
"https://semopenalex.org/work/W3138436267"
"https://semopenalex.org/work/W3197915710"
"https://semopenalex.org/work/W3188510213"
"https://semopenalex.org/work/W3162293114"
"https://semopenalex.org/work/W3138787405"
"https://semopenalex.org/work/W3210843157"
"https://semopenalex.org/work/W3127302935"
"https://semopenalex.org/work/W3201092430"
"https://semopenalex.org/work/W3109853059"
"https://semopenalex.org/work/W3006453129"
"https://semopenalex.org/work/W2942655041"
"https://semopenalex.org/work/W3119650898"
"https://semopenalex.org/work/W3162934442"
"https://semopenalex.org/work/W4200009728"
"https://semopenalex.org/work/W2995078794"
"https://semopenalex.org/work/W3210054708"
"https://semopenalex.org/work/W3088512174"
"https://semopenalex.org/work/W3118369161"
"https://semopenalex.org/work/W3176902504"
"https://semopenalex.org/work/W3175316928"
"https://semopenalex.org/work/W3198033855"
"https://semopenalex.org/work/W3003452994"
"https://semopenalex.org/work/W3090709319"
"https://semopenalex.org/work/W3144860434"
"https://semopenalex.org/work/W3128485040"
"https://semopenalex.org/work/W3089364264"
"https://semopenalex.org/work/W3208808587"
"https://semopenalex.org/work/W4225565073"
"https://semopenalex.org/work/W3119787068"
"https://semopenalex.org/work/W3133624575"
"https://semopenalex.org/work/W4200015290"
"https://semopenalex.org/work/W3131883679"
"https://semopenalex.org/work/W3091181977"
"https://semopenalex.org/work/W3175593770"
"https://semopenalex.org/work/W3142486309"
"https://semopenalex.org/work/W3165047921"
"https://semopenalex.org/work/W3128962903"
"https://semopenalex.org/work/W3203903947"
"https://semopenalex.org/work/W4210509591"
"https://semopenalex.org/work/W3128912337"
"https://semopenalex.org/work/W3169797282"
"https://semopenalex.org/work/W3200382971"
"https://semopenalex.org/work/W3213715506"
"https://semopenalex.org/work/W3177670732"
"https://semopenalex.org/work/W3128689764"
"https://semopenalex.org/work/W3131973338"
"https://semopenalex.org/work/W3129721138"
"https://semopenalex.org/work/W3146038184"
"https://semopenalex.org/work/W3174734446"
"https://semopenalex.org/work/W3197655812"
"https://semopenalex.org/work/W3201119085"
"https://semopenalex.org/work/W3213647624"
"https://semopenalex.org/work/W3203966320"
"https://semopenalex.org/work/W3100996498"
"https://semopenalex.org/work/W3092625347"
"https://semopenalex.org/work/W2261012939"
"https://semopenalex.org/work/W3164401323"
"https://semopenalex.org/work/W3210143380"
"https://semopenalex.org/work/W4254310360"
"https://semopenalex.org/work/W3178763374"
"https://semopenalex.org/work/W3136819448"
"https://semopenalex.org/work/W3096517545"
"https://semopenalex.org/work/W3175784533"
"https://semopenalex.org/work/W3123459817"
"https://semopenalex.org/work/W3138202504"
"https://semopenalex.org/work/W3213756075"
"https://semopenalex.org/work/W4211119138"
"https://semopenalex.org/work/W3133754753"
"https://semopenalex.org/work/W2969322050"
"https://semopenalex.org/work/W3184684748"
"https://semopenalex.org/work/W3158508021"
"https://semopenalex.org/work/W3181236256"
"https://semopenalex.org/work/W3197538801"
"https://semopenalex.org/work/W3162168433"
"https://semopenalex.org/work/W3198675921"
"https://semopenalex.org/work/W3164216886"
"https://semopenalex.org/work/W3146043393"
"https://semopenalex.org/work/W3127798333"
"https://semopenalex.org/work/W3138938869"
"https://semopenalex.org/work/W3169500032"
"https://semopenalex.org/work/W3110996270"
"https://semopenalex.org/work/W3125320796"
