"work","citedwork"
"https://semopenalex.org/work/W2890509602","https://semopenalex.org/work/W2791187905"
"https://semopenalex.org/work/W2890509602","https://semopenalex.org/work/W2791785017"
"https://semopenalex.org/work/W2890509602","https://semopenalex.org/work/W2809727850"
"https://semopenalex.org/work/W2890509602","https://semopenalex.org/work/W2887961980"
"https://semopenalex.org/work/W2890509602","https://semopenalex.org/work/W2795449821"
"https://semopenalex.org/work/W2890509602","https://semopenalex.org/work/W2768237289"
"https://semopenalex.org/work/W2890509602","https://semopenalex.org/work/W2801331243"
"https://semopenalex.org/work/W2890509602","https://semopenalex.org/work/W2883616951"
"https://semopenalex.org/work/W2890509602","https://semopenalex.org/work/W2796521863"
"https://semopenalex.org/work/W2890509602","https://semopenalex.org/work/W2780629769"
"https://semopenalex.org/work/W2890509602","https://semopenalex.org/work/W2790401303"
"https://semopenalex.org/work/W2890509602","https://semopenalex.org/work/W2773091254"
"https://semopenalex.org/work/W2890509602","https://semopenalex.org/work/W2792199914"
"https://semopenalex.org/work/W2890509602","https://semopenalex.org/work/W2767197981"
"https://semopenalex.org/work/W2890509602","https://semopenalex.org/work/W2859710978"
"https://semopenalex.org/work/W2793515221","https://semopenalex.org/work/W2747667334"
"https://semopenalex.org/work/W2793515221","https://semopenalex.org/work/W2618634810"
"https://semopenalex.org/work/W2793515221","https://semopenalex.org/work/W2766483307"
"https://semopenalex.org/work/W2802473074","https://semopenalex.org/work/W2788610544"
"https://semopenalex.org/work/W2802473074","https://semopenalex.org/work/W2786000404"
"https://semopenalex.org/work/W2810154450","https://semopenalex.org/work/W2783805638"
"https://semopenalex.org/work/W2810154450","https://semopenalex.org/work/W2788700237"
"https://semopenalex.org/work/W2810154450","https://semopenalex.org/work/W2789469328"
"https://semopenalex.org/work/W2810154450","https://semopenalex.org/work/W2791342378"
"https://semopenalex.org/work/W2887464310","https://semopenalex.org/work/W2739843623"
"https://semopenalex.org/work/W2887464310","https://semopenalex.org/work/W2787221008"
"https://semopenalex.org/work/W2887464310","https://semopenalex.org/work/W2792029853"
"https://semopenalex.org/work/W2887464310","https://semopenalex.org/work/W2789470260"
"https://semopenalex.org/work/W2887464310","https://semopenalex.org/work/W2766738403"
"https://semopenalex.org/work/W2887464310","https://semopenalex.org/work/W2802955967"
"https://semopenalex.org/work/W2887464310","https://semopenalex.org/work/W2768880040"
"https://semopenalex.org/work/W2803246957","https://semopenalex.org/work/W2741643215"
"https://semopenalex.org/work/W2898586647","https://semopenalex.org/work/W2792005550"
"https://semopenalex.org/work/W2898586647","https://semopenalex.org/work/W2768999961"
"https://semopenalex.org/work/W2898586647","https://semopenalex.org/work/W2792517840"
"https://semopenalex.org/work/W2805168616","https://semopenalex.org/work/W2739483576"
"https://semopenalex.org/work/W2805168616","https://semopenalex.org/work/W2792407585"
"https://semopenalex.org/work/W2805168616","https://semopenalex.org/work/W2768613074"
"https://semopenalex.org/work/W2805168616","https://semopenalex.org/work/W2793428109"
"https://semopenalex.org/work/W2805168616","https://semopenalex.org/work/W2765819036"
"https://semopenalex.org/work/W2805168616","https://semopenalex.org/work/W2782504819"
"https://semopenalex.org/work/W2889956317","https://semopenalex.org/work/W2791984906"
"https://semopenalex.org/work/W2807176127","https://semopenalex.org/work/W2784346742"
"https://semopenalex.org/work/W2807176127","https://semopenalex.org/work/W2782708334"
"https://semopenalex.org/work/W2807176127","https://semopenalex.org/work/W2770901637"
"https://semopenalex.org/work/W2807176127","https://semopenalex.org/work/W2791064759"
"https://semopenalex.org/work/W2807176127","https://semopenalex.org/work/W2775714010"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2793931243"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2860296076"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2889968515"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2783808730"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2884902032"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2801226715"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2796484021"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2806925860"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2792065596"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2789887104"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2776345905"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2803561834"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2886967196"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2800708604"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2789852891"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2793473305"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2768223134"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2800705841"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2801427361"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2771781454"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2796387505"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2792371279"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2808234808"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2885347656"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2802164664"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2797246897"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2885466247"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2783211011"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2884627243"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2806631012"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2889509991"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2791961255"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2801975467"
"https://semopenalex.org/work/W2902930619","https://semopenalex.org/work/W2794502498"
"https://semopenalex.org/work/W2901301305","https://semopenalex.org/work/W2773981699"
"https://semopenalex.org/work/W2901301305","https://semopenalex.org/work/W2805734855"
"https://semopenalex.org/work/W2901301305","https://semopenalex.org/work/W2891778293"
"https://semopenalex.org/work/W2901301305","https://semopenalex.org/work/W2765895356"
"https://semopenalex.org/work/W2901301305","https://semopenalex.org/work/W2883609728"
"https://semopenalex.org/work/W2901301305","https://semopenalex.org/work/W2888518905"
"https://semopenalex.org/work/W2901301305","https://semopenalex.org/work/W2801253660"
"https://semopenalex.org/work/W2901301305","https://semopenalex.org/work/W2792096803"
"https://semopenalex.org/work/W2901301305","https://semopenalex.org/work/W2792098580"
"https://semopenalex.org/work/W2901301305","https://semopenalex.org/work/W2803370004"
"https://semopenalex.org/work/W2901301305","https://semopenalex.org/work/W2801612848"
"https://semopenalex.org/work/W2796311169","https://semopenalex.org/work/W2752207078"
"https://semopenalex.org/work/W2898695706","https://semopenalex.org/work/W2812448774"
"https://semopenalex.org/work/W2898695706","https://semopenalex.org/work/W2770695464"
"https://semopenalex.org/work/W2898695706","https://semopenalex.org/work/W2796231609"
"https://semopenalex.org/work/W2898695706","https://semopenalex.org/work/W2807944903"
"https://semopenalex.org/work/W2898695706","https://semopenalex.org/work/W2765900923"
"https://semopenalex.org/work/W2898695706","https://semopenalex.org/work/W2789308562"
"https://semopenalex.org/work/W2898695706","https://semopenalex.org/work/W2807673518"
"https://semopenalex.org/work/W2898695706","https://semopenalex.org/work/W2886254025"
"https://semopenalex.org/work/W2889243143","https://semopenalex.org/work/W2794111285"
"https://semopenalex.org/work/W2901507442","https://semopenalex.org/work/W2800880748"
"https://semopenalex.org/work/W2901507442","https://semopenalex.org/work/W2797663696"
"https://semopenalex.org/work/W2810406935","https://semopenalex.org/work/W2765400080"
"https://semopenalex.org/work/W2810406935","https://semopenalex.org/work/W2803610648"
"https://semopenalex.org/work/W2810406935","https://semopenalex.org/work/W2790422910"
"https://semopenalex.org/work/W2806707527","https://semopenalex.org/work/W2766149272"
"https://semopenalex.org/work/W2806707527","https://semopenalex.org/work/W2762595071"
"https://semopenalex.org/work/W2806707527","https://semopenalex.org/work/W2794373765"
"https://semopenalex.org/work/W2806707527","https://semopenalex.org/work/W2770194926"
"https://semopenalex.org/work/W2784758900","https://semopenalex.org/work/W2775429606"
"https://semopenalex.org/work/W2784758900","https://semopenalex.org/work/W2771265149"
"https://semopenalex.org/work/W2784758900","https://semopenalex.org/work/W2770521987"
"https://semopenalex.org/work/W2790977676","https://semopenalex.org/work/W2760958557"
"https://semopenalex.org/work/W2899130161","https://semopenalex.org/work/W2763871199"
"https://semopenalex.org/work/W2899130161","https://semopenalex.org/work/W2738998060"
"https://semopenalex.org/work/W2899130161","https://semopenalex.org/work/W2738647095"
"https://semopenalex.org/work/W2899130161","https://semopenalex.org/work/W2797244302"
"https://semopenalex.org/work/W2899130161","https://semopenalex.org/work/W2783641815"
"https://semopenalex.org/work/W2899130161","https://semopenalex.org/work/W2792311906"
"https://semopenalex.org/work/W2899130161","https://semopenalex.org/work/W2778863079"
"https://semopenalex.org/work/W2899130161","https://semopenalex.org/work/W2792949438"
"https://semopenalex.org/work/W2899130161","https://semopenalex.org/work/W2791070352"
"https://semopenalex.org/work/W2899130161","https://semopenalex.org/work/W2789613790"
"https://semopenalex.org/work/W2899130161","https://semopenalex.org/work/W2795025719"
"https://semopenalex.org/work/W2899130161","https://semopenalex.org/work/W2761134785"
"https://semopenalex.org/work/W2789023975","https://semopenalex.org/work/W2784530807"
"https://semopenalex.org/work/W2789023975","https://semopenalex.org/work/W2766814057"
"https://semopenalex.org/work/W2888785803","https://semopenalex.org/work/W2779247349"
"https://semopenalex.org/work/W2888785803","https://semopenalex.org/work/W2783507796"
"https://semopenalex.org/work/W2888785803","https://semopenalex.org/work/W2793149209"
"https://semopenalex.org/work/W2888785803","https://semopenalex.org/work/W2802933687"
"https://semopenalex.org/work/W2888785803","https://semopenalex.org/work/W2793926248"
"https://semopenalex.org/work/W2890342126","https://semopenalex.org/work/W2802834278"
"https://semopenalex.org/work/W2890342126","https://semopenalex.org/work/W2783878221"
"https://semopenalex.org/work/W2890342126","https://semopenalex.org/work/W2791998350"
"https://semopenalex.org/work/W2890342126","https://semopenalex.org/work/W2799307831"
"https://semopenalex.org/work/W2890342126","https://semopenalex.org/work/W2787409045"
"https://semopenalex.org/work/W2799466910","https://semopenalex.org/work/W2801540524"
"https://semopenalex.org/work/W2805308148","https://semopenalex.org/work/W2742611741"
"https://semopenalex.org/work/W2805308148","https://semopenalex.org/work/W2782726013"
"https://semopenalex.org/work/W2805308148","https://semopenalex.org/work/W2785881131"
"https://semopenalex.org/work/W2805308148","https://semopenalex.org/work/W2750578819"
"https://semopenalex.org/work/W2805308148","https://semopenalex.org/work/W2773735201"
"https://semopenalex.org/work/W2890940516","https://semopenalex.org/work/W2809231397"
"https://semopenalex.org/work/W2792258330","https://semopenalex.org/work/W2764334703"
"https://semopenalex.org/work/W2792258330","https://semopenalex.org/work/W2778092352"
"https://semopenalex.org/work/W2792258330","https://semopenalex.org/work/W2774605139"
"https://semopenalex.org/work/W2792258330","https://semopenalex.org/work/W2774878811"
"https://semopenalex.org/work/W2792258330","https://semopenalex.org/work/W2768649895"
"https://semopenalex.org/work/W2792258330","https://semopenalex.org/work/W2790605967"
"https://semopenalex.org/work/W2792258330","https://semopenalex.org/work/W2755002449"
"https://semopenalex.org/work/W2792258330","https://semopenalex.org/work/W2741563503"
"https://semopenalex.org/work/W2792258330","https://semopenalex.org/work/W2770399906"
"https://semopenalex.org/work/W2792258330","https://semopenalex.org/work/W2763417058"
"https://semopenalex.org/work/W2792258330","https://semopenalex.org/work/W2788904214"
"https://semopenalex.org/work/W2809608192","https://semopenalex.org/work/W2767857925"
"https://semopenalex.org/work/W2809608192","https://semopenalex.org/work/W2793863120"
"https://semopenalex.org/work/W2809608192","https://semopenalex.org/work/W2763498516"
"https://semopenalex.org/work/W2809608192","https://semopenalex.org/work/W2795352228"
"https://semopenalex.org/work/W2809608192","https://semopenalex.org/work/W2784162035"
"https://semopenalex.org/work/W2809608192","https://semopenalex.org/work/W2753687033"
"https://semopenalex.org/work/W2894618593","https://semopenalex.org/work/W2767616074"
"https://semopenalex.org/work/W2894618593","https://semopenalex.org/work/W2800916779"
"https://semopenalex.org/work/W2894618593","https://semopenalex.org/work/W2782355783"
"https://semopenalex.org/work/W2810141768","https://semopenalex.org/work/W2777643352"
"https://semopenalex.org/work/W2810141768","https://semopenalex.org/work/W2773644843"
"https://semopenalex.org/work/W2810141768","https://semopenalex.org/work/W2771236839"
"https://semopenalex.org/work/W2810141768","https://semopenalex.org/work/W2773679069"
"https://semopenalex.org/work/W2810141768","https://semopenalex.org/work/W2759628737"
"https://semopenalex.org/work/W2810141768","https://semopenalex.org/work/W2792393561"
"https://semopenalex.org/work/W2810141768","https://semopenalex.org/work/W2793772061"
"https://semopenalex.org/work/W2810141768","https://semopenalex.org/work/W2784083120"
"https://semopenalex.org/work/W2810141768","https://semopenalex.org/work/W2794459171"
"https://semopenalex.org/work/W2810141768","https://semopenalex.org/work/W2797236556"
"https://semopenalex.org/work/W2810141768","https://semopenalex.org/work/W2621096899"
"https://semopenalex.org/work/W2790669965","https://semopenalex.org/work/W2781578762"
"https://semopenalex.org/work/W2790669965","https://semopenalex.org/work/W2765886152"
"https://semopenalex.org/work/W2890735529","https://semopenalex.org/work/W2808450173"
"https://semopenalex.org/work/W2890735529","https://semopenalex.org/work/W2789667792"
"https://semopenalex.org/work/W2890735529","https://semopenalex.org/work/W2793806408"
"https://semopenalex.org/work/W2890735529","https://semopenalex.org/work/W2760907457"
"https://semopenalex.org/work/W2890735529","https://semopenalex.org/work/W2791558792"
"https://semopenalex.org/work/W2890735529","https://semopenalex.org/work/W2806436542"
"https://semopenalex.org/work/W2890735529","https://semopenalex.org/work/W2886019569"
"https://semopenalex.org/work/W2884976231","https://semopenalex.org/work/W2796582438"
"https://semopenalex.org/work/W2884976231","https://semopenalex.org/work/W2765962239"
"https://semopenalex.org/work/W2884976231","https://semopenalex.org/work/W2765867785"
"https://semopenalex.org/work/W2884976231","https://semopenalex.org/work/W2807431877"
"https://semopenalex.org/work/W2884976231","https://semopenalex.org/work/W2805187906"
"https://semopenalex.org/work/W2884976231","https://semopenalex.org/work/W2800641869"
"https://semopenalex.org/work/W2884976231","https://semopenalex.org/work/W2791442381"
"https://semopenalex.org/work/W2884976231","https://semopenalex.org/work/W2891870701"
"https://semopenalex.org/work/W2806201495","https://semopenalex.org/work/W2793607796"
"https://semopenalex.org/work/W2806201495","https://semopenalex.org/work/W2794252821"
"https://semopenalex.org/work/W2811194967","https://semopenalex.org/work/W2791912178"
"https://semopenalex.org/work/W2811194967","https://semopenalex.org/work/W2789535203"
"https://semopenalex.org/work/W2811194967","https://semopenalex.org/work/W2793171298"
"https://semopenalex.org/work/W2811194967","https://semopenalex.org/work/W2776018335"
"https://semopenalex.org/work/W2792267872","https://semopenalex.org/work/W2756048586"
"https://semopenalex.org/work/W2895949525","https://semopenalex.org/work/W2777643352"
"https://semopenalex.org/work/W2895949525","https://semopenalex.org/work/W2766909083"
"https://semopenalex.org/work/W2892008961","https://semopenalex.org/work/W2792418130"
"https://semopenalex.org/work/W2892008961","https://semopenalex.org/work/W2783396132"
"https://semopenalex.org/work/W2892008961","https://semopenalex.org/work/W2784729016"
"https://semopenalex.org/work/W2892008961","https://semopenalex.org/work/W2792807159"
"https://semopenalex.org/work/W2895148504","https://semopenalex.org/work/W2795679584"
"https://semopenalex.org/work/W2895148504","https://semopenalex.org/work/W2788735115"
"https://semopenalex.org/work/W2895148504","https://semopenalex.org/work/W2784530807"
"https://semopenalex.org/work/W2806093443","https://semopenalex.org/work/W2777643352"
"https://semopenalex.org/work/W2806093443","https://semopenalex.org/work/W2790708193"
"https://semopenalex.org/work/W2806093443","https://semopenalex.org/work/W2770288947"
"https://semopenalex.org/work/W2806093443","https://semopenalex.org/work/W2770052375"
"https://semopenalex.org/work/W2806093443","https://semopenalex.org/work/W2786092482"
"https://semopenalex.org/work/W2806093443","https://semopenalex.org/work/W2794077419"
"https://semopenalex.org/work/W2806093443","https://semopenalex.org/work/W2770491016"
"https://semopenalex.org/work/W2806093443","https://semopenalex.org/work/W2786719626"
"https://semopenalex.org/work/W2806093443","https://semopenalex.org/work/W2790106441"
"https://semopenalex.org/work/W2806093443","https://semopenalex.org/work/W2782781271"
"https://semopenalex.org/work/W2801379850","https://semopenalex.org/work/W2791060554"
"https://semopenalex.org/work/W2801379850","https://semopenalex.org/work/W2771983328"
"https://semopenalex.org/work/W2801379850","https://semopenalex.org/work/W2782822015"
"https://semopenalex.org/work/W2801379850","https://semopenalex.org/work/W2794339309"
"https://semopenalex.org/work/W2801379850","https://semopenalex.org/work/W2771435672"
"https://semopenalex.org/work/W2801379850","https://semopenalex.org/work/W2469688584"
"https://semopenalex.org/work/W2801379850","https://semopenalex.org/work/W2790924898"
"https://semopenalex.org/work/W2895895246","https://semopenalex.org/work/W2790869005"
"https://semopenalex.org/work/W2895895246","https://semopenalex.org/work/W2793110656"
"https://semopenalex.org/work/W2895895246","https://semopenalex.org/work/W2809311027"
"https://semopenalex.org/work/W2887608221","https://semopenalex.org/work/W2803758722"
"https://semopenalex.org/work/W2887608221","https://semopenalex.org/work/W2785074274"
"https://semopenalex.org/work/W2887608221","https://semopenalex.org/work/W2770348583"
"https://semopenalex.org/work/W2887608221","https://semopenalex.org/work/W2788442383"
"https://semopenalex.org/work/W2800159963","https://semopenalex.org/work/W2788646126"
"https://semopenalex.org/work/W2800159963","https://semopenalex.org/work/W2760094239"
"https://semopenalex.org/work/W2800159963","https://semopenalex.org/work/W2665170155"
"https://semopenalex.org/work/W2885350532","https://semopenalex.org/work/W2767051800"
"https://semopenalex.org/work/W2891406242","https://semopenalex.org/work/W2797327987"
"https://semopenalex.org/work/W2891406242","https://semopenalex.org/work/W2803249201"
"https://semopenalex.org/work/W2891406242","https://semopenalex.org/work/W2786145714"
"https://semopenalex.org/work/W2891406242","https://semopenalex.org/work/W2790345349"
"https://semopenalex.org/work/W2891406242","https://semopenalex.org/work/W2793053548"
"https://semopenalex.org/work/W2891406242","https://semopenalex.org/work/W2772605981"
"https://semopenalex.org/work/W2891406242","https://semopenalex.org/work/W2741917326"
"https://semopenalex.org/work/W2891406242","https://semopenalex.org/work/W2886432432"
"https://semopenalex.org/work/W2891406242","https://semopenalex.org/work/W2796952948"
"https://semopenalex.org/work/W2891406242","https://semopenalex.org/work/W2734919111"
"https://semopenalex.org/work/W2791116034","https://semopenalex.org/work/W2785667211"
"https://semopenalex.org/work/W2791116034","https://semopenalex.org/work/W2776041339"
"https://semopenalex.org/work/W2803235708","https://semopenalex.org/work/W2791440760"
"https://semopenalex.org/work/W2885194162","https://semopenalex.org/work/W2790982990"
"https://semopenalex.org/work/W2802856265","https://semopenalex.org/work/W2784368966"
"https://semopenalex.org/work/W2802856265","https://semopenalex.org/work/W2794172832"
"https://semopenalex.org/work/W2802856265","https://semopenalex.org/work/W2783674487"
"https://semopenalex.org/work/W2802856265","https://semopenalex.org/work/W2779692241"
"https://semopenalex.org/work/W2802856265","https://semopenalex.org/work/W2772415314"
"https://semopenalex.org/work/W2802856265","https://semopenalex.org/work/W2745758041"
"https://semopenalex.org/work/W2802856265","https://semopenalex.org/work/W2781650423"
"https://semopenalex.org/work/W2802856265","https://semopenalex.org/work/W2778632183"
"https://semopenalex.org/work/W2802856265","https://semopenalex.org/work/W2781898792"
"https://semopenalex.org/work/W2802856265","https://semopenalex.org/work/W2782103857"
"https://semopenalex.org/work/W2802856265","https://semopenalex.org/work/W2772850595"
"https://semopenalex.org/work/W2802856265","https://semopenalex.org/work/W2783963950"
"https://semopenalex.org/work/W2802856265","https://semopenalex.org/work/W2727044783"
"https://semopenalex.org/work/W2802856265","https://semopenalex.org/work/W2751551110"
"https://semopenalex.org/work/W2802856265","https://semopenalex.org/work/W2792514710"
"https://semopenalex.org/work/W2804817826","https://semopenalex.org/work/W2770481016"
"https://semopenalex.org/work/W2803431448","https://semopenalex.org/work/W2768888111"
"https://semopenalex.org/work/W2887089980","https://semopenalex.org/work/W2773644843"
"https://semopenalex.org/work/W2887089980","https://semopenalex.org/work/W2761632007"
"https://semopenalex.org/work/W2887089980","https://semopenalex.org/work/W2793490167"
"https://semopenalex.org/work/W2887089980","https://semopenalex.org/work/W2766253024"
"https://semopenalex.org/work/W2887089980","https://semopenalex.org/work/W2780371724"
"https://semopenalex.org/work/W2887089980","https://semopenalex.org/work/W2782460645"
"https://semopenalex.org/work/W2887089980","https://semopenalex.org/work/W2777296295"
"https://semopenalex.org/work/W2896909322","https://semopenalex.org/work/W2769832188"
"https://semopenalex.org/work/W2896909322","https://semopenalex.org/work/W2811445828"
"https://semopenalex.org/work/W2896909322","https://semopenalex.org/work/W2888393602"
"https://semopenalex.org/work/W2896909322","https://semopenalex.org/work/W2789702966"
"https://semopenalex.org/work/W2896909322","https://semopenalex.org/work/W2885591063"
"https://semopenalex.org/work/W2896909322","https://semopenalex.org/work/W2803855624"
"https://semopenalex.org/work/W2896909322","https://semopenalex.org/work/W2893661147"
"https://semopenalex.org/work/W2795248554","https://semopenalex.org/work/W2777733851"
"https://semopenalex.org/work/W2886630009","https://semopenalex.org/work/W2790341795"
"https://semopenalex.org/work/W2886630009","https://semopenalex.org/work/W2768413297"
"https://semopenalex.org/work/W2886630009","https://semopenalex.org/work/W2784486430"
"https://semopenalex.org/work/W2886630009","https://semopenalex.org/work/W2795248554"
"https://semopenalex.org/work/W2886630009","https://semopenalex.org/work/W2788392567"
"https://semopenalex.org/work/W2886630009","https://semopenalex.org/work/W2790975887"
"https://semopenalex.org/work/W2886630009","https://semopenalex.org/work/W2790924898"
"https://semopenalex.org/work/W2886630009","https://semopenalex.org/work/W2768979535"
"https://semopenalex.org/work/W2886630009","https://semopenalex.org/work/W2636501113"
"https://semopenalex.org/work/W2886630009","https://semopenalex.org/work/W2782734660"
"https://semopenalex.org/work/W2886630009","https://semopenalex.org/work/W2785433682"
"https://semopenalex.org/work/W2886630009","https://semopenalex.org/work/W2794119970"
"https://semopenalex.org/work/W2886630009","https://semopenalex.org/work/W2773746387"
"https://semopenalex.org/work/W2886630009","https://semopenalex.org/work/W2784031046"
"https://semopenalex.org/work/W2886630009","https://semopenalex.org/work/W2789325510"
"https://semopenalex.org/work/W2886630009","https://semopenalex.org/work/W2792634912"
"https://semopenalex.org/work/W2886630009","https://semopenalex.org/work/W2766287921"
"https://semopenalex.org/work/W2886630009","https://semopenalex.org/work/W2792975649"
"https://semopenalex.org/work/W2802035429","https://semopenalex.org/work/W2793724302"
"https://semopenalex.org/work/W2802035429","https://semopenalex.org/work/W2746829057"
"https://semopenalex.org/work/W2891540858","https://semopenalex.org/work/W2773679069"
"https://semopenalex.org/work/W2891540858","https://semopenalex.org/work/W2773832111"
"https://semopenalex.org/work/W2891540858","https://semopenalex.org/work/W2792895151"
"https://semopenalex.org/work/W2891540858","https://semopenalex.org/work/W2782504069"
"https://semopenalex.org/work/W2891540858","https://semopenalex.org/work/W2783258495"
"https://semopenalex.org/work/W2891540858","https://semopenalex.org/work/W2769886121"
"https://semopenalex.org/work/W2891540858","https://semopenalex.org/work/W2769217722"
"https://semopenalex.org/work/W2891540858","https://semopenalex.org/work/W2784031046"
"https://semopenalex.org/work/W2790741150","https://semopenalex.org/work/W2741643215"
"https://semopenalex.org/work/W2800863588","https://semopenalex.org/work/W2806887767"
"https://semopenalex.org/work/W2891589486","https://semopenalex.org/work/W2787203782"
"https://semopenalex.org/work/W2891589486","https://semopenalex.org/work/W2795679584"
"https://semopenalex.org/work/W2891589486","https://semopenalex.org/work/W2791483720"
"https://semopenalex.org/work/W2891589486","https://semopenalex.org/work/W2785291766"
"https://semopenalex.org/work/W2891589486","https://semopenalex.org/work/W2796153844"
"https://semopenalex.org/work/W2891589486","https://semopenalex.org/work/W2773981699"
"https://semopenalex.org/work/W2891589486","https://semopenalex.org/work/W2795867722"
"https://semopenalex.org/work/W2891589486","https://semopenalex.org/work/W2785550069"
"https://semopenalex.org/work/W2891589486","https://semopenalex.org/work/W2799444748"
"https://semopenalex.org/work/W2891589486","https://semopenalex.org/work/W2808423871"
"https://semopenalex.org/work/W2891589486","https://semopenalex.org/work/W2807088563"
"https://semopenalex.org/work/W2891589486","https://semopenalex.org/work/W2800852522"
"https://semopenalex.org/work/W2891589486","https://semopenalex.org/work/W2798041799"
"https://semopenalex.org/work/W2891589486","https://semopenalex.org/work/W2796407886"
"https://semopenalex.org/work/W2789897492","https://semopenalex.org/work/W2766826981"
"https://semopenalex.org/work/W2789897492","https://semopenalex.org/work/W2742938524"
"https://semopenalex.org/work/W2789897492","https://semopenalex.org/work/W2768999031"
"https://semopenalex.org/work/W2806584814","https://semopenalex.org/work/W2789194621"
"https://semopenalex.org/work/W2806584814","https://semopenalex.org/work/W2796249284"
"https://semopenalex.org/work/W2810019095","https://semopenalex.org/work/W2800592645"
"https://semopenalex.org/work/W2810019095","https://semopenalex.org/work/W2804592477"
"https://semopenalex.org/work/W2810019095","https://semopenalex.org/work/W2767796162"
"https://semopenalex.org/work/W2888444240","https://semopenalex.org/work/W2793637680"
"https://semopenalex.org/work/W2888444240","https://semopenalex.org/work/W2787648247"
"https://semopenalex.org/work/W2888444240","https://semopenalex.org/work/W2794109404"
"https://semopenalex.org/work/W2888444240","https://semopenalex.org/work/W2781199767"
"https://semopenalex.org/work/W2895995540","https://semopenalex.org/work/W2888942619"
"https://semopenalex.org/work/W2895995540","https://semopenalex.org/work/W2761836183"
"https://semopenalex.org/work/W2895995540","https://semopenalex.org/work/W2887041528"
"https://semopenalex.org/work/W2895995540","https://semopenalex.org/work/W2809883623"
"https://semopenalex.org/work/W2895995540","https://semopenalex.org/work/W2797148094"
"https://semopenalex.org/work/W2895995540","https://semopenalex.org/work/W2794904706"
"https://semopenalex.org/work/W2790388852","https://semopenalex.org/work/W2781637114"
"https://semopenalex.org/work/W2892137211","https://semopenalex.org/work/W2766400306"
"https://semopenalex.org/work/W2804603887","https://semopenalex.org/work/W2793333835"
"https://semopenalex.org/work/W2798256580","https://semopenalex.org/work/W2791812312"
"https://semopenalex.org/work/W2798256580","https://semopenalex.org/work/W2766161318"
"https://semopenalex.org/work/W2895940903","https://semopenalex.org/work/W2756154644"
"https://semopenalex.org/work/W2895940903","https://semopenalex.org/work/W2778889768"
"https://semopenalex.org/work/W2895940903","https://semopenalex.org/work/W2795510630"
"https://semopenalex.org/work/W2795532285","https://semopenalex.org/work/W2734593639"
"https://semopenalex.org/work/W2884871899","https://semopenalex.org/work/W2775202679"
"https://semopenalex.org/work/W2884871899","https://semopenalex.org/work/W2790952843"
"https://semopenalex.org/work/W2884871899","https://semopenalex.org/work/W2799691631"
"https://semopenalex.org/work/W2884871899","https://semopenalex.org/work/W2785862993"
"https://semopenalex.org/work/W2884871899","https://semopenalex.org/work/W2785122887"
"https://semopenalex.org/work/W2781757919","https://semopenalex.org/work/W2734615474"
"https://semopenalex.org/work/W2789244846","https://semopenalex.org/work/W2766746962"
"https://semopenalex.org/work/W2896227976","https://semopenalex.org/work/W2772761915"
"https://semopenalex.org/work/W2880053940","https://semopenalex.org/work/W2800463840"
"https://semopenalex.org/work/W2880053940","https://semopenalex.org/work/W2587823650"
"https://semopenalex.org/work/W2880053940","https://semopenalex.org/work/W2790924898"
"https://semopenalex.org/work/W2880053940","https://semopenalex.org/work/W2806631624"
"https://semopenalex.org/work/W2880053940","https://semopenalex.org/work/W2766052526"
